,0,0
356,17664,50.049488
357,6319,87.116776
358,5421,49.81971
359,18648,48.99247
360,18369,65.44417
361,6065,52.42084
362,18486,49.95491
363,5259,51.261402
364,18524,64.48777
365,17774,51.92657
366,5955,52.044678
367,17701,52.50988
368,6312,51.605457
369,18094,49.08958
370,17647,51.52478
371,5515,56.43829
372,18087,51.43872
373,18278,49.10498
374,18868,49.90776
375,18764,51.261402
376,5478,52.383347
377,6091,52.794422
378,18358,52.221615
379,18570,52.085857
380,17994,51.996387
381,17931,52.63584
382,18476,51.47968
383,6314,51.93849
384,5727,46.936146
385,5879,46.82077
386,6240,52.4414
387,17663,50.600998
388,18457,71.861496
389,18562,51.495697
390,17908,50.48964
391,18183,49.314445
392,5203,51.854187
393,18658,52.11042
394,18745,52.68527
395,17889,50.035805
396,5185,53.271366
397,6161,54.605026
398,5833,53.788376
399,5348,52.72164
400,6261,52.18023
401,5841,53.613144
402,5503,53.245018
403,5187,49.133213
404,18789,48.602596
405,5674,52.684574
406,18768,51.261402
407,18430,50.424324
408,5931,51.6832
409,18787,51.698177
410,5284,51.261402
411,18544,49.186726
412,18726,50.886505
413,17907,50.503456
414,17850,51.773174
415,18073,51.261402
416,5631,52.63555
417,6190,53.543335
418,5482,51.261402
419,18865,51.261402
420,18700,48.79478
421,6234,60.180325
422,5689,51.261402
423,18585,51.22297
424,17674,52.435333
425,17875,85.061775
426,5997,52.46805
427,5405,52.42697
428,18201,57.69589
429,18575,49.025757
430,5196,51.261402
431,17709,44.090992
432,5687,48.99558
433,6284,78.81602
434,6140,53.09659
435,18352,51.325397
436,17718,48.53564
437,6247,53.832287
438,18578,50.88872
439,18135,48.63015
440,6052,41.978657
441,5132,53.430313
442,5846,51.83829
443,5138,51.332794
444,5149,52.057613
445,6321,50.60729
446,18115,50.0727
447,5688,53.202183
448,5748,49.77833
449,17793,52.32317
450,5855,50.26904
451,6305,52.963535
452,18085,51.261402
453,5404,55.88915
454,5870,52.67888
455,18866,51.261402
456,5957,53.071278
457,18138,51.261402
458,6246,51.404846
459,18643,48.52316
460,6210,60.78791
461,17843,48.513863
462,18260,51.261402
463,5667,64.70759
464,18661,51.110256
465,18319,51.261402
466,5762,48.995316
467,17727,52.63394
468,18853,48.568733
469,6251,56.349106
470,18710,51.962883
471,18809,75.91023
472,6067,48.608963
473,6138,51.261402
474,5374,51.261402
475,18408,69.15493
476,5331,53.076084
477,5194,51.13161
478,18692,64.26838
479,18668,48.70888
480,5296,51.416523
481,5546,51.261402
482,5442,51.572834
483,5699,51.261402
484,18255,38.886517
485,5744,51.261402
486,18169,50.095886
487,18343,51.261402
488,17626,51.261402
489,17878,64.57447
490,5474,50.373016
491,18653,46.890404
492,5137,51.261402
493,5602,47.465508
494,5907,46.636745
495,5779,45.976433
496,18180,45.75576
497,18188,45.52423
498,18207,70.620186
499,5379,35.39408
500,18106,48.506897
501,5783,48.048367
502,17890,47.41079
503,5866,48.810333
504,18012,48.774944
505,17711,48.600716
506,6133,48.924427
507,6071,48.1222
508,5857,48.47971
509,18462,47.614716
510,5116,50.025875
511,6136,50.260647
512,17704,54.950928
513,5662,49.70813
514,17690,48.930035
515,6131,79.80969
516,18288,48.759495
517,18203,48.809875
518,18110,57.160973
519,17743,47.659016
520,5207,49.906483
521,5298,51.693165
522,5328,49.627907
523,18238,69.56972
524,5426,47.423218
525,6298,48.713882
526,6106,48.373062
527,5282,47.85488
528,6178,49.657883
529,18227,49.514874
530,17631,49.51721
531,5598,49.14602
532,17820,48.42871
533,18312,48.1868
534,18716,48.614975
535,18529,48.665134
536,17925,47.74672
537,18314,47.903694
538,5859,49.516533
539,6283,48.96117
540,5562,49.169476
541,5722,49.007767
542,18059,48.72342
543,5770,48.980305
544,18181,71.14936
545,17649,48.935516
546,5828,48.36718
547,5778,47.486794
548,17772,50.079567
549,18732,49.275417
550,6073,48.519543
551,18687,49.500206
552,5395,49.69084
553,6058,49.164627
554,18579,50.262062
555,18846,50.37276
556,5265,48.644215
557,17862,50.1384
558,5237,57.91856
559,17976,48.139874
560,18267,59.517193
561,6048,50.542248
562,18237,50.003727
563,18077,51.588326
564,18299,50.028896
565,5166,50.205715
566,5824,50.11375
567,5216,50.11359
568,18788,49.941204
569,6231,49.798973
570,5178,50.157845
571,18208,50.179802
572,18376,49.964123
573,5350,61.932816
574,5903,49.81516
575,18061,50.036674
576,18821,48.673843
577,18374,50.195133
578,5392,50.22988
579,17958,49.852043
580,6315,49.83366
581,5349,50.073093
582,5227,50.054886
583,5280,57.82305
584,6303,63.770355
585,6023,50.00263
586,5581,50.1052
587,18202,66.02008
588,5970,50.824745
589,18504,50.454636
590,18047,49.84761
591,5532,45.15402
592,18588,49.977432
593,6098,49.592327
594,6189,49.844368
595,17632,47.743084
596,5359,49.581684
597,18500,50.208237
598,6293,49.443455
599,5205,65.41714
600,17915,49.784782
601,17987,49.956867
602,5517,50.15943
603,5501,39.63461
604,5764,50.13626
605,18211,49.692577
606,18487,58.489143
607,17863,50.21092
608,5191,50.13732
609,6111,50.075333
610,5769,49.755413
611,18605,44.21486
612,18038,50.009502
613,5930,50.180573
614,18072,49.34471
615,6102,66.25191
616,18020,49.718845
617,17665,49.972267
618,17668,49.605305
619,18705,49.371487
620,17968,54.682476
621,18212,49.654408
622,5968,49.367786
623,17938,50.17355
624,6277,49.397877
625,18536,49.566452
626,18613,65.659645
627,5766,49.75769
628,18474,49.945766
629,18297,39.74166
630,18753,49.81708
631,18701,52.759277
632,5835,50.822823
633,18142,49.974808
634,18838,49.57735
635,17719,54.659866
636,5890,49.65915
637,5560,57.760017
638,17658,49.831257
639,18582,50.018173
640,18300,49.514503
641,18679,62.971367
642,18365,50.150597
643,18901,57.672565
644,18414,49.813076
645,18889,49.680527
646,18257,50.199127
647,18884,49.233482
648,18873,49.838085
649,5369,49.561203
650,18698,49.64309
651,5746,68.19155
652,17844,76.55382
653,18893,49.750072
654,17867,49.2675
655,17899,49.463272
656,18546,49.37545
657,18325,49.796368
658,6220,49.683647
659,18625,49.956078
660,18053,49.545082
661,5607,57.20818
662,5989,49.615387
663,17712,49.582405
664,18799,49.635082
665,5483,49.621574
666,6157,49.656746
667,5715,49.413185
668,17814,59.494007
669,17754,49.374283
670,5375,49.684383
671,17627,61.677288
672,17654,53.60604
673,5923,49.775333
674,18348,49.539513
675,18657,49.537025
676,5262,49.690918
677,18491,49.618576
678,5851,60.520966
679,17956,49.116787
680,6270,49.56035
681,5932,49.78324
682,18323,49.55134
683,5290,48.24816
684,5434,49.163494
685,17782,49.624313
686,5836,49.240723
687,5729,49.166462
688,17780,49.022408
689,17757,49.654343
690,5197,49.513554
691,18498,48.98511
692,18832,70.15524
693,18023,49.246666
694,5435,49.93325
695,18852,49.67749
696,18254,49.633335
697,18024,49.301064
698,6194,49.907787
699,18007,61.58603
700,5473,74.89083
701,5550,49.614124
702,18451,49.992012
703,6081,49.210056
704,5506,48.70735
705,18098,49.29567
706,17952,49.18106
707,5844,49.206966
708,5692,49.704273
709,5499,49.563774
710,5145,49.58869
711,18499,48.885586
712,5084,49.86816
713,6169,49.6357
714,18758,49.37249
715,18419,49.40483
716,5838,49.471626
717,5847,48.89682
718,18869,49.526207
719,5346,49.147667
720,18885,49.266438
721,5183,49.25844
722,5818,49.31354
723,5648,49.120396
724,18390,56.863033
725,18537,49.465553
726,17954,48.993153
727,17786,49.14205
728,17636,49.508778
729,17660,49.906258
730,18221,49.272343
731,5869,49.65058
732,5656,49.59334
733,5684,49.25059
734,5141,49.682407
735,6168,49.06325
736,18908,49.211918
737,5531,49.15979
738,5680,62.79813
739,5960,49.284924
740,18065,49.504845
741,18429,49.430676
742,18793,48.56118
743,5457,49.170883
744,18356,49.39399
745,17766,40.868057
746,6066,49.19329
747,18841,82.30063
748,5549,51.45699
749,5398,49.31622
750,17904,49.36665
751,18322,43.165382
752,5119,49.175488
753,5705,54.1012
754,5977,49.68344
755,18125,49.221844
756,18080,49.24629
757,5946,49.362095
758,18677,49.15449
759,6046,78.333885
760,18317,49.504204
761,5892,49.157734
762,5300,49.761726
763,5291,49.161026
764,5819,48.865665
765,18444,49.118156
766,5294,47.625664
767,6055,49.23389
768,6064,49.322056
769,18667,49.61076
770,5541,49.40076
771,5991,50.007717
772,6244,58.822124
773,5837,64.80646
774,5827,49.200268
775,18697,49.180717
776,18146,58.78993
777,5920,49.23355
778,18111,49.281097
779,17933,40.565807
780,18607,48.96501
781,18248,48.583805
782,5831,49.13335
783,5184,49.56403
784,17934,49.385254
785,17746,49.04429
786,6202,48.80588
787,5199,48.67448
788,5884,48.997833
789,17728,49.523525
790,5657,49.053135
791,5144,49.0748
792,6217,68.51716
793,17677,49.07591
794,6026,48.87296
795,6233,49.000237
796,5446,91.32564
797,5962,49.238758
798,18423,49.118523
799,17715,57.311882
800,17841,49.220634
801,5800,48.874397
802,6187,49.140583
803,5361,59.348774
804,5384,38.95417
805,18797,50.065254
806,18287,49.141453
807,5558,48.95338
808,18790,48.814243
809,5771,48.7219
810,5209,85.657524
811,6243,48.842136
812,18747,49.185104
813,18587,60.140854
814,5086,49.2672
815,5443,48.788605
816,5148,48.91019
817,18649,49.022926
818,6278,49.575985
819,18204,48.936703
820,5422,62.923115
821,5467,48.73681
822,17923,67.821434
823,18320,69.793465
824,5094,49.191517
825,6088,48.98919
826,5429,49.364834
827,5529,48.833973
828,18218,49.117477
829,5679,48.749302
830,17913,49.181644
831,18576,48.244526
832,18724,49.416286
833,6238,49.115242
834,18637,49.581783
835,18748,48.551674
836,5252,63.78121
837,18075,48.883583
838,18222,48.853424
839,5273,48.96613
840,5886,48.937946
841,6033,48.558235
842,18291,48.918022
843,5616,46.32444
844,18166,49.13235
845,17692,48.69053
846,5219,48.758553
847,5988,48.725624
848,5504,49.01493
849,18129,48.858253
850,18440,50.08337
851,18488,49.122612
852,18131,48.69885
853,18849,48.760147
854,18162,48.46468
855,18829,52.774765
856,5156,49.352264
857,18013,48.93233
858,18804,49.2141
859,17708,48.80869
860,17795,48.964935
861,5811,48.582615
862,17936,49.004932
863,5221,48.83734
864,5845,48.203747
865,18490,48.97646
866,5126,48.828747
867,18367,49.40148
868,5767,71.06665
869,5438,49.395077
870,18746,48.772762
871,18883,49.229034
872,17822,48.906315
873,5535,48.782448
874,5447,48.701477
875,5804,48.730736
876,18729,48.704727
877,18032,62.255066
878,5570,48.74268
879,18837,48.598354
880,18690,48.828663
881,5245,48.085136
882,6123,49.08204
883,17916,48.548584
884,18859,48.30749
885,18232,48.400948
886,5954,48.755825
887,5308,48.554527
888,18458,48.955517
889,5813,49.12749
890,5914,49.151936
891,18561,48.846226
892,18114,65.450226
893,5590,49.335617
894,17848,48.996433
895,5309,48.85671
896,5110,66.58467
897,6192,49.127724
898,5079,48.432602
899,5640,48.87309
900,18067,48.799473
901,5695,48.836197
902,18620,48.30853
903,18215,39.89746
904,5626,48.446953
905,17720,48.705284
906,18548,48.375675
907,6280,47.505646
908,18449,48.458927
909,18450,48.951374
910,18005,48.792004
911,18831,48.365356
912,18683,48.08344
913,17764,48.630287
914,5439,48.6644
915,6322,49.406303
916,18280,47.49813
917,6172,49.033092
918,18466,75.165955
919,18359,48.675236
920,18002,49.16963
921,18334,69.61824
922,6110,48.38476
923,5486,48.719463
924,5251,43.82208
925,5919,48.7155
926,6215,49.96889
927,5812,79.93243
928,18156,48.603676
929,17650,48.662453
930,18415,48.893723
931,18160,48.86581
932,5928,48.610153
933,6056,60.955925
934,18025,48.428272
935,6054,48.864872
936,17681,49.26733
937,17776,48.354343
938,18133,48.693512
939,18708,48.85776
940,5394,48.69292
941,6119,48.60891
942,5270,48.965958
943,17959,48.63877
944,5406,48.518448
945,5950,49.52698
946,18168,51.825993
947,18029,49.02858
948,6239,48.98152
949,18467,76.78906
950,17964,48.588406
951,18656,48.762455
952,18552,48.655983
953,18079,48.25819
954,18678,62.060867
955,6039,48.57258
956,18185,48.42019
957,6203,48.258583
958,5360,48.59568
959,18909,48.233585
960,18196,61.038654
961,18632,49.163807
962,18512,48.290546
963,18034,58.7778
964,5268,48.610394
965,6223,48.36289
966,18631,48.44252
967,5373,48.454433
968,18696,49.190598
969,5789,49.01399
970,18900,48.24192
971,5681,48.832462
972,18283,48.489582
973,18847,55.427094
974,5159,48.57181
975,5551,69.13061
976,18074,48.712936
977,17784,48.110416
978,5335,48.22433
979,18903,49.02024
980,18062,48.425945
981,18630,48.589783
982,5599,48.905193
983,17999,48.717487
984,5701,48.01947
985,18827,48.598843
986,17970,41.1554
987,5419,49.125145
988,18581,48.728897
989,17861,63.871487
990,5393,48.68721
991,17806,42.703915
992,6129,48.25646
993,5161,45.86433
994,17804,48.473335
995,5780,48.575478
996,5479,48.748005
997,18086,48.351986
998,6248,48.40696
999,17798,48.84308
1000,18157,48.46818
1001,18272,48.237057
1002,18022,48.23266
1003,18770,48.109497
1004,5230,48.38654
1005,5565,77.093506
1006,18539,51.62046
1007,18167,48.4546
1008,5615,48.246246
1009,18307,48.49226
1010,5397,48.099274
1011,18102,48.054775
1012,18324,48.433147
1013,18099,62.015923
1014,18015,48.35524
1015,5481,48.029724
1016,18418,48.519844
1017,17831,48.37865
1018,6115,48.7935
1019,17982,48.362545
1020,18014,48.19229
1021,18779,48.651962
1022,18820,49.081898
1023,18558,48.10813
1024,18017,48.470585
1025,17837,47.79479
1026,5976,48.726913
1027,18306,48.410637
1028,6272,48.811066
1029,18331,47.549267
1030,5561,48.648914
1031,17669,48.516457
1032,18855,48.245125
1033,5528,48.16978
1034,18321,48.247345
1035,18172,48.157368
1036,18614,48.47945
1037,17748,48.543133
1038,17800,67.1389
1039,5945,48.730682
1040,18514,48.429638
1041,5644,48.160076
1042,5982,48.602554
1043,5288,87.30849
1044,6265,48.451603
1045,5840,48.0012
1046,17851,59.228386
1047,18246,48.481247
1048,6250,48.298393
1049,5214,48.52286
1050,18777,48.36605
1051,6001,48.008667
1052,5782,48.45322
1053,5484,48.169567
1054,5760,48.02883
1055,6218,48.15237
1056,5953,48.21845
1057,18577,48.31981
1058,6264,48.57992
1059,17770,48.03562
1060,18634,48.396683
1061,5938,47.93617
1062,6214,48.255913
1063,5324,48.604347
1064,18108,48.10586
1065,18469,47.991386
1066,18672,48.35575
1067,18480,51.025528
1068,18531,47.87739
1069,6180,42.47092
1070,5454,48.286255
1071,5364,42.81826
1072,18088,49.686493
1073,17922,48.819244
1074,6286,48.545544
1075,18456,48.71065
1076,17975,48.160976
1077,18397,48.317234
1078,5242,48.56803
1079,5244,48.152863
1080,18445,52.858807
1081,18281,47.92169
1082,5636,48.366795
1083,17957,48.787422
1084,18761,48.31535
1085,17990,48.64128
1086,5123,57.41417
1087,5801,48.075367
1088,6235,48.3044
1089,6108,74.31874
1090,5659,47.848602
1091,18503,66.85159
1092,5190,48.371155
1093,18711,48.18326
1094,18670,47.842823
1095,18814,48.11806
1096,18057,64.045906
1097,18751,48.01184
1098,18786,47.551857
1099,6150,48.31702
1100,18574,47.991146
1101,18506,48.348026
1102,18828,48.512516
1103,6069,47.997456
1104,5180,48.77993
1105,6166,48.18001
1106,17791,48.10421
1107,5113,40.39836
1108,17939,48.221336
1109,6259,48.34216
1110,17928,47.917343
1111,17624,79.47505
1112,17623,47.99757
1113,18477,48.632137
1114,17734,48.38086
1115,18275,47.756165
1116,17998,48.023914
1117,17992,48.297573
1118,5655,48.01422
1119,5969,47.861538
1120,5863,47.87408
1121,18803,48.173206
1122,5418,48.364727
1123,5850,48.2079
1124,5240,48.57898
1125,5672,47.716183
1126,6094,47.954334
1127,5293,47.74507
1128,5081,47.8001
1129,5537,48.43455
1130,5663,47.69021
1131,17790,48.402836
1132,6205,57.145164
1133,6198,48.10419
1134,5566,47.761375
1135,5742,56.672573
1136,6096,52.50722
1137,6004,35.43903
1138,5092,39.51077
1139,18593,47.783337
1140,6177,48.137753
1141,5413,48.010395
1142,5917,48.145298
1143,5211,49.16814
1144,5848,47.86668
1145,17839,47.517216
1146,5553,48.528084
1147,18590,47.713905
1148,5451,83.14817
1149,6273,48.01452
1150,17641,47.899117
1151,5523,47.73939
1152,17749,68.56875
1153,6093,47.59144
1154,5440,48.22346
1155,18671,48.297413
1156,5743,74.96487
1157,17740,56.63984
1158,5153,49.615913
1159,17881,47.289745
1160,18256,34.820007
1161,18638,47.839336
1162,5396,48.1201
1163,17997,91.71109
1164,17687,47.631653
1165,18627,48.006367
1166,5277,53.633545
1167,18826,49.474106
1168,5719,47.849304
1169,5600,47.623276
1170,18112,63.09651
1171,5522,47.905434
1172,18089,87.408356
1173,5090,58.383034
1174,5124,48.2629
1175,18120,42.7341
1176,5557,47.43905
1177,5796,47.900665
1178,17937,47.61217
1179,18265,47.743717
1180,18878,47.419205
1181,5773,47.969055
1182,18091,47.95425
1183,5964,67.88345
1184,18019,83.18166
1185,5133,48.107346
1186,6170,47.35802
1187,17803,47.99372
1188,5966,48.270737
1189,18124,48.083317
1190,18717,46.895473
1191,5243,47.660515
1192,17882,47.317963
1193,18533,47.77841
1194,18876,47.184193
1195,18744,47.546387
1196,5278,47.49167
1197,5239,47.666992
1198,5358,56.732677
1199,5574,48.356647
1200,5641,64.22639
1201,18186,47.6395
1202,17885,48.012474
1203,5939,47.502037
1204,5155,48.212795
1205,5412,60.1345
1206,17699,47.451843
1207,17640,60.59603
1208,18522,50.52112
1209,17905,48.18563
1210,5575,47.772278
1211,5569,72.29573
1212,5325,48.026882
1213,18703,47.711597
1214,17898,48.138103
1215,18351,48.06375
1216,18560,47.178665
1217,5372,47.797127
1218,17985,44.807247
1219,5186,47.183437
1220,5098,47.405277
1221,18063,48.071136
1222,6041,47.485985
1223,5638,47.608105
1224,18493,47.770866
1225,18216,47.343803
1226,18223,47.80341
1227,5694,47.15459
1228,5088,47.336685
1229,18621,47.17945
1230,5363,47.37322
1231,5943,70.78579
1232,5765,47.980194
1233,17870,47.44068
1234,5106,47.749283
1235,18004,51.354534
1236,17980,47.08282
1237,5385,58.612488
1238,5810,47.59394
1239,6236,47.61984
1240,18393,39.7479
1241,5721,47.68036
1242,18045,46.890327
1243,18335,47.70682
1244,18008,46.89486
1245,5468,47.85865
1246,18806,47.667484
1247,17819,47.875107
1248,5965,46.916233
1249,18230,46.838844
1250,5336,47.71828
1251,5577,47.95253
1252,18760,47.105793
1253,17860,39.20373
1254,18782,46.877403
1255,6072,43.719543
1256,17744,47.305706
1257,18519,46.996525
1258,17811,46.741234
1259,5445,48.04965
1260,5491,47.074337
1261,5992,47.1069
1262,5269,47.011612
1263,18608,46.909622
1264,5582,47.49455
1265,5961,47.11174
1266,18092,47.05271
1267,17830,46.721523
1268,17778,46.891815
1269,6036,47.190033
1270,17698,47.221706
1271,5286,47.180565
1272,18619,46.97562
1273,6242,46.710533
1274,5320,47.670494
1275,6149,50.279606
1276,18048,46.646507
1277,17852,46.32972
1278,6208,48.396294
1279,18363,48.627293
1280,5937,48.161686
1281,6007,47.752422
1282,5248,87.16686
1283,17691,47.437794
1284,5411,45.709133
1285,5533,46.633602
1286,5806,69.135796
1287,5867,47.024055
1288,5902,47.2508
1289,5465,78.17211
1290,5441,47.146782
1291,5279,46.559006
1292,17745,48.71206
1293,18795,47.929035
1294,18743,48.435654
1295,18193,34.500534
1296,5935,47.528095
1297,5222,47.236
1298,5633,46.460514
1299,5326,47.17525
1300,6113,46.3675
1301,17914,45.919796
1302,18132,47.36429
1303,18199,47.548103
1304,6260,47.168385
1305,17893,47.06041
1306,5518,46.708187
1307,5568,91.956795
1308,5231,48.91846
1309,5926,48.131317
1310,6164,48.072464
1311,18126,47.76364
1312,17989,47.53736
1313,18368,48.652946
1314,5527,46.623947
1315,17785,46.575912
1316,5341,56.363953
1317,5979,49.21955
1318,17812,52.77109
1319,5492,48.584625
1320,5864,81.48476
1321,18566,73.815315
1322,18600,38.562786
1323,6301,46.8198
1324,17700,58.527462
1325,17630,46.356613
1326,5936,45.85127
1327,18725,48.089436
1328,5610,48.04803
1329,17775,65.2933
1330,17672,47.298992
1331,5340,66.11249
1332,18290,48.483356
1333,18249,62.87273
1334,17633,46.8713
1335,18392,46.504322
1336,18431,49.61239
1337,6185,49.292645
1338,6075,49.316406
1339,18860,47.293747
1340,6034,47.882545
1341,5322,64.856186
1342,5505,49.33996
1343,6017,48.811916
1344,5604,48.86668
1345,18784,48.936863
1346,17918,49.190125
1347,17854,49.271492
1348,5873,48.757103
1349,5462,49.237316
1350,17946,49.072132
1351,6146,66.57728
1352,18182,49.317455
1353,17945,49.17914
1354,18655,47.886295
1355,18435,49.056995
1356,18226,48.861668
1357,18895,48.88843
1358,5097,48.505054
1359,5871,48.856556
1360,18597,48.650246
1361,18520,58.837574
1362,6050,48.246193
